t (s),Distance de fil (m)
1136.05391972411,16.9396259790784
1136.07917167168,16.9396262359147
1136.1106546607,16.9396265893105
1136.17631568197,16.9396273067831
1136.20363023307,16.939627608316
1136.2304273395,16.9396279156657
1136.25800357626,16.9396282494902
1136.26918670329,16.9396283897051
1136.27087340228,16.9396284110685
1136.27127420716,16.9396284161504
1136.275282256,16.9396284630978
1136.2984793674,16.9396286796509
1136.32994838927,16.9396289983976
1136.36320477394,16.9396293734385
1136.39335933808,16.9396297087356
1136.42007801097,16.9396299917066
1136.43837825106,16.9396301800589
1136.47965355947,16.9396306251411
1136.50511257879,16.9396309202717
1136.53097671477,16.9396312367662
1136.54558921283,16.9396314199451
1136.54992109278,16.9396314744343
1136.5870790896,16.9396319432503
1136.59565545543,16.9396320515626
1136.596636382,16.9396320639594
1136.60644564773,16.9396321868567
1136.60893069872,16.939632210585
1136.61808155279,16.9396323013003
1136.63241745872,16.9396324623367
1136.65045016146,16.9396326763705
1136.65282765025,16.9396327051775
1136.67183922037,16.939632927484
1136.67381186386,16.9396329451593
1136.68131684736,16.9396330133319
1136.69335888064,16.9396331368329
1136.73190857923,16.9396335667836
1136.74187729245,16.9396336796458
1136.78505576244,16.9396341165177
1136.82989121325,16.9396345703653
1136.85181861431,16.9396347935089
1136.88660119399,16.9396351602739
1136.92312193831,16.939635575528
1136.9537704636,16.9396359443927
1136.95526092685,16.9396359627591
1136.95561510087,16.939635967123
1136.95915684101,16.9396360070522
1136.97893158457,16.939636184352
1137.01909619321,16.9396367806803
1137.06599395705,16.9396373513285
1137.10216349506,16.9396377812586
1137.11683161046,16.9396379532429
1137.12225844017,16.9396380166651
1137.12810903077,16.9396380854798
1137.13543591598,16.939638171918
1137.16524554023,16.9396385201854
1137.22569517434,16.939639213017
1137.27611104033,16.9396397510248
1137.29957712211,16.939639987551
1137.33086647942,16.9396403111849
1137.35406734082,16.9396405676692
1137.39052437162,16.9396410044742
1137.43627626482,16.9396415773821
1137.45820474214,16.9396418507759
1137.47104068957,16.9396420061381
1137.51194269513,16.9396424837681
1137.54676616326,16.9396428768519
1137.57415215185,16.9396431829203
1137.60234265548,16.9396434837253
1137.64196950205,16.9396438832133
1137.66736197681,16.9396441406632
1137.71515431928,16.9396446716941
1137.74020585874,16.9396449706101
1137.76910628877,16.9396453218123
1137.79969673374,16.9396456961027
1137.84049891935,16.9396461937689
1137.844544263,16.9396462431637
1137.84858960666,16.9396462924207
1137.85398153748,16.939646357668
1137.8593734683,16.9396464225073
1137.86650340238,16.9396465078106
1137.87842835642,16.9396466492618
1137.8987461229,16.9396468872504
1137.91906388938,16.9396471221792
1137.93938165586,16.9396473548666
1137.95969942234,16.9396475859438
1137.95970942234,16.9396475860572
1137.95971942234,16.9396475861706
1137.95972942234,16.939647586284
1137.95973942234,16.9396475863974
1137.95975837134,16.9396475866122
1137.95977012044,16.9396475867454
1137.95977012046,16.9396475867454
1137.9597815586,16.9396475868751
1137.95979299675,16.9396475870048
1137.95980799169,16.9396475871748
1137.95982298663,16.9396475873449
1137.95984788602,16.9396475876272
1137.95991816167,16.939647588424
1137.95997295738,16.9396475890453
1137.96002775309,16.9396475896665
1137.9600825488,16.9396475902878
1137.96013734451,16.939647590909
1137.96021715119,16.9396475918138
1137.96033007852,16.9396475930941
1137.96047688726,16.9396475947585
1137.96066603347,16.9396475969027
1137.96093151944,16.9396475999122
1137.96136958399,16.9396476048776
1137.96229970033,16.9396476154187
1137.9648292802,16.9396476440757
1137.96988843994,16.9396477013437
1137.98000273483,16.9396478156676
1137.99011702973,16.9396479297909
1138.00023132462,16.9396480437415
1138.01034561951,16.939648157544
1138.02045991441,16.9396482712191
1138.03306844921,16.9396484127768
1138.04868299554,16.9396485878893
1138.06775684639,16.9396488015598
1138.09285976198,16.9396490824593
1138.1268488253,16.9396494623698
1138.1546339904,16.9396497726445
1138.18241915549,16.9396500827168
1138.21020432059,16.9396503926161
1138.23798948568,16.9396507023593
1138.26577465078,16.9396510119568
1138.30325953597,16.9396514294158
1138.35154709355,16.939651966826
1138.41023098138,16.9396526194218
1138.48247469701,16.9396534220551
1138.57878781752,16.9396544908528
1138.59084112471,16.9396546245117
1138.59336639952,16.939654652512
1138.59427560099,16.939654662593
1138.60336761571,16.9396547590353
1138.67053047906,16.9396553672868
1138.82273186598,16.9396568470251
1139.08785190762,16.9396622497241
1139.35297194926,16.9396719227551
1139.61809199089,16.9396827858852
1139.73357828103,16.9396861899814
1139.74811201394,16.9396865187841
1139.75008753385,16.9396865790345
1139.75294900003,16.9396870025779
1139.75894012876,16.9396892665671
1139.76493125748,16.9396928095196
1139.77304545327,16.9396985837846
1139.78572198925,16.9397091141799
1139.79839852523,16.939721803563
1139.81822578584,16.9397495048105
1139.83805304645,16.9397860828578
1139.85788030706,16.9398284292288
1139.87770756767,16.9398736568838
1139.89753482828,16.9399202950623
1139.93291854618,16.9400054488168
1139.96830226408,16.9400934335797
1140,16.9401735592922
1140.03169773592,16.9402542938892
1140.09751172534,16.9404215459622
1140.12708169178,16.9404964851138
1140.13956695153,16.9405280858648
1140.14253378385,16.940534685295
1140.14382613601,16.9405370183099
1140.14430825639,16.9405377645417
1140.14487763936,16.940538571736
1140.14632851418,16.9405403821527
1140.14844905077,16.9405424999662
1140.15105130205,16.9405444584738
1140.15365355334,16.9405459086714
1140.15623780647,16.9405470354974
1140.16108597395,16.9405488564471
1140.16862435802,16.9405514871119
1140.17616274208,16.940554094649
1140.18766511514,16.940558170376
1140.19916748821,16.9405623395443
1140.21066986128,16.9405666365265
1140.2264446332,16.9405730691076
1140.24950042553,16.9405851170671
1140.28151987822,16.9406063884264
1140.30265271701,16.9406232297008
1140.3268178218,16.9406545117919
1140.34672299338,16.9406916028139
1140.36662816496,16.9407365388111
1140.37648159974,16.940760735964
1140.38885256944,16.9407921119003
1140.3988318284,16.9408190719287
1140.40176532127,16.9408272220634
1140.40326193236,16.9408310689631
1140.40424969568,16.9408332081986
1140.40509299282,16.9408346302771
1140.40561904839,16.9408352976895
1140.40629496549,16.9408359050809
1140.40699028785,16.9408362754801
1140.40746946216,16.9408363986295
1140.40777645667,16.9408364342744
1140.40840386997,16.9408364759824
1140.40954604527,16.9408365289841
1140.41068822056,16.9408365733721
1140.41223222114,16.9408366351897
1140.41750631563,16.9408368450271
1140.4257517224,16.9408371567165
1140.43399712916,16.9408374512814
1140.44487778666,16.9408378240517
1140.46445641195,16.9408384427327
1140.48403503724,16.9408390248636
1140.50361366253,16.9408395903943
1140.52319228782,16.9408401513415
1140.56143008662,16.9408412788135
1140.63496727993,16.9408431019806
1140.72895468372,16.94084573993
1140.89152584909,16.9408568315606
1140.89538897567,16.9408572001631
1140.89649960911,16.9408573065175
1140.89759670935,16.9408574119592
1140.90150100575,16.9408577896034
1140.91124225701,16.9408586823833
1140.92050041931,16.9408593858383
1140.92975858161,16.9408600163768
1140.93901674391,16.9408606240289
1140.95096371606,16.9408614048228
1140.96539821333,16.9408623502565
1140.9798327106,16.9408633148528
1140.99863071175,16.9408646857884
1141.00039589502,16.9408648227272
1141.00251993156,16.9408649892777
1141.0046439681,16.9408651570687
1141.00676800464,16.9408653253958
1141.01083813611,16.9408656475582
1141.01888419494,16.9408662645656
1141.02757670252,16.9408668768
1141.0362692101,16.9408674036874
1141.04496171768,16.9408678363422
1141.05365422525,16.9408681815854
1141.06234673283,16.9408684616181
1141.07103924041,16.9408687185252
1141.08272916268,16.9408691468293
1141.09760615681,16.9408699371591
1141.11605028871,16.9408715219547
1141.13367163806,16.9408736366115
1141.14852110731,16.9408760474029
1141.15820542851,16.9408775129892
1141.17639439272,16.9408822325379
1141.19927716788,16.9408896638449
1141.22215994303,16.9408976090447
1141.24504271819,16.9409056539242
1141.26792549334,16.9409137095833
1141.29080826849,16.9409217641893
1141.31899821496,16.9409316637455
1141.34718816143,16.9409415256704
1141.38379255141,16.9409542680399
1141.42898048557,16.9409698887995
1141.47416841973,16.9409853639567
1141.5351055532,16.9410060082683
1141.56395319756,16.9410156567715
1141.59280084191,16.9410252741595
1141.62164848626,16.9410348612109
1141.65049613061,16.9410444259973
1141.72459084335,16.9410688297387
1141.79868555609,16.9410929605242
1141.85649319556,16.9411115696721
1141.91430083503,16.9411299741089
1141.91431083503,16.9411299772747
1141.91432083503,16.9411299804404
1141.91433083503,16.9411299836061
1141.91434083503,16.9411299867718
1141.91435978403,16.9411299927704
1141.91437153313,16.9411299964898
1141.91437153314,16.9411299964898
1141.91438297129,16.9411300001107
1141.91439440944,16.9411300037317
1141.91440940438,16.9411300084785
1141.91442439932,16.9411300132254
1141.9144492987,16.9411300211076
1141.91451957436,16.941130043354
1141.91457437007,16.9411300606998
1141.91462916578,16.9411300780453
1141.91468396149,16.9411300953906
1141.9147387572,16.9411301127356
1141.91481856388,16.9411301379971
1141.91493149121,16.9411301737414
1141.91507829996,16.9411302202085
1141.91526744618,16.941130280074
1141.91553293214,16.9411303641005
1141.91597099675,16.941130502768
1141.9169011134,16.9411307976585
1141.91943069366,16.9411316221437
1141.92448985418,16.9411337725976
1141.93224691704,16.9411402552963
1141.9400039799,16.9411524850775
1141.94776104276,16.9411721983515
1141.95551810562,16.9412004831865
1141.96327516848,16.9412379138277
1141.97103223134,16.9412846999831
1141.9787892942,16.9413407939322
1141.98822617418,16.9414212003614
1141.99766305415,16.9415143548917
1142.00709993413,16.9416194394732
1142.01882044884,16.9417650667591
1142.03307189128,16.9419622033877
1142.03757176215,16.9420296330863
1142.04207163302,16.9420987774271
1142.04657150389,16.9421695450943
1142.05200298677,16.942256475843
1142.06267470997,16.942432937775
1142.08089254339,16.9427499610392
1142.10714439505,16.9432348307032
1142.12891032161,16.9436566487293
1142.15067624817,16.9440908194083
1142.17244217472,16.9445336747951
1142.19420810128,16.9449825958231
1142.21597402784,16.9454357292883
1142.24318278012,16.9460060521111
1142.27039153241,16.9465793050538
1142.30532118988,16.9473176989644
1142.3479510419,16.9482209911379
1142.39058089393,16.9491255003364
1142.4480313173,16.9503451803588
1142.52684252909,16.9520188219084
1142.6361404756,16.9543400983219
1142.70542889368,16.9558116832072
1142.82235711269,16.9582950324907
1142.91819996817,16.9603305624606
1142.99276727561,16.9619142449002
1143.04560884776,16.9630360822462
1143.0984504199,16.9641575870692
1143.15129199205,16.9652797964722
1143.19505565549,16.9662103731412
1143.23881931893,16.9671421288006
1143.28258298238,16.9680748139284
1143.34138328299,16.9693286273635
1143.40018358361,16.9705825940715
1143.45898388422,16.9718364132476
1143.54021614554,16.9735685364708
1143.58988517035,16.9746277540955
1143.70387840975,16.9770596792375
1143.74865730424,16.9780153602533
1143.78042719481,16.9786935238282
1143.81242791436,16.9793762874721
1143.81542700867,16.9794401607886
1143.81542700868,16.979440160789
1143.82948911336,16.9797396324732
1143.84355121804,16.9800385619905
1143.86833562004,16.9805630567644
1143.89312002205,16.9810856031684
1143.93288786546,16.9819180908923
1143.94896689621,16.9822524138052
1143.97039267926,16.982695492057
1143.9890113647,16.9830782319436
1144.00545118273,16.983414388505
1144.03130650903,16.9839396726604
1144.04655708885,16.984247571516
1144.09084301663,16.9851338237402
1144.13997675606,16.9861039369404
1144.16201666428,16.986534753549
1144.19053999389,16.9870885875482
1144.2144657905,16.9875500274907
1144.23867563402,16.9880141733799
1144.25997523971,16.9884203018978
1144.30710468392,16.9893120342762
1144.39658467655,16.9909811389082
1144.42153346143,16.9914410651876
1144.46848632256,16.9923010568144
1144.50176823096,16.9929063705744
1144.51995471356,16.9932357019879
1144.55516469851,16.9938705932543
1144.62209632169,16.9950681942489
1144.69526566043,16.9963644006773
1144.7399167382,16.9971491470457
1144.75634592128,16.9974367669851
1144.77832906522,16.9978207280485
1144.8082010644,16.9983408915019
1144.82970184464,16.9987141739094
1144.8699402477,16.999410385279
1144.90733190624,17.0000546422219
1144.94769812788,17.0007473740919
1145,17.0016408820508
1145.0345192356,17.0022272679219
1145.04581166197,17.0024189023224
1145.07684248708,17.0029440783998
1145.09312285555,17.0032192423131
1145.13674052692,17.0039548704564
1145.15437129798,17.0042515788625
1145.19818836783,17.0049871772734
1145.21998590533,17.0053521751298
1145.26633161395,17.006126290513
1145.31362540697,17.006913591538
1145.3714581206,17.007872911185
1145.42173885468,17.0087040247312
1145.66451117398,17.0126882888916
1145.72801700193,17.0137214966031
1145.75384834176,17.0141407459399
1145.77646792315,17.0145074578111
1145.8001561845,17.0148911050467
1145.864833034,17.0159365873781
1145.8854202485,17.0162687725486
1145.9087398885,17.0166447083193
1146.03998094604,17.0187534112923
1146.34061037442,17.0235483132619
1146.6412398028,17.0283041794135
1146.66874615559,17.0287372656535
1146.69217816967,17.029105915911
1146.71590933998,17.0294790665611
1146.73875289589,17.0298380824179
1146.84363632018,17.0314840987902
1146.8893235398,17.0321999927113
1146.93178681992,17.0328647831676
1147.09177494473,17.035363997831
1147.4912283345,17.0415742237462
1147.89068172427,17.0477498199805
1147.90506366833,17.0479715537933
1147.91522833014,17.0481282498052
1147.9523154756,17.0486997517644
1148.01955906332,17.049735566573
